,132,135,154,155,160,179
D01230783,2.5,1.0,2.5,2.5,2.5,4.0
D01230884,2.5,1.0,2.5,2.5,2.0,3.0
D01230886,2.5,0.0,1.0,1.5,3.0,3.0
D01240983,3.5,0.0,3.0,1.5,2.0,1.0
D01241097,2.5,0.0,1.5,1.5,1.0,3.0
D01241098,2.0,1.0,1.0,1.0,2.5,2.0
D01241468,2.5,3.0,0.5,1.0,2.0,5.0
D01241469,3.0,2.5,2.0,1.5,1.5,3.0
D01241470,3.5,2.0,4.0,2.0,2.0,4.0
D01241516,3.5,0.5,2.0,1.5,1.5,3.0
D01242205,2.0,0.0,0.5,1.0,1.0,2.5
D01242488,2.5,0.0,2.5,0.5,2.5,4.0
D01242630,3.0,1.0,2.5,2.5,2.0,3.5
D01242631,1.5,1.0,2.0,3.3333333333333335,3.0,2.5
D02220126,3.5,1.5,4.0,2.5,3.0,3.0
D02220226,2.5,0.0,0.0,1.0,1.0,2.0
D02220227,3.5,0.0,0.0,1.0,1.0,3.0
D02220443,1.0,0.0,0.0,2.0,1.0,2.0
D02220463,2.5,0.0,0.0,2.0,1.0,3.0
D02220464,1.5,0.0,0.0,2.0,1.0,2.0
D02220465,2.0,1.5,1.5,2.0,1.75,4.0
D02220808,2.5,2.0,3.0,4.0,3.0,2.0
D02221005,1.0,1.0,0.5,1.5,1.0,1.0
D02221006,1.0,1.5,0.5,2.0,0.5,1.0
D02221007,1.0,1.0,1.0,1.5,1.0,1.0
D02221023,4.5,0.0,3.5,3.0,2.0,3.0
D02221079,4.0,1.5,4.0,4.5,3.5,3.0
D02221134,4.0,2.0,4.0,4.0,3.5,2.0
D02221135,4.0,2.0,4.0,4.0,2.5,2.5
D02221181,2.0,2.0,0.0,3.0,1.0,3.0
D02221182,3.0,2.0,0.0,4.5,3.0,2.5
D02221183,4.0,2.0,0.0,4.5,3.0,3.5
D02221187,0.25,1.5,0.0,1.0,1.5,4.0
D02221188,1.0,3.5,0.0,2.0,2.0,1.0
D02221509,3.0,2.0,4.0,3.5,3.0,4.0
D02221510,4.0,3.0,3.0,5.0,2.0,4.0
D02221511,3.5,3.0,4.0,4.0,3.0,4.0
D02221512,3.5,3.0,4.0,4.0,3.0,3.0
D02221513,3.0,2.0,3.0,4.0,3.0,3.0
D02221515,1.5,1.5,0.0,3.0,3.0,3.0
D02221516,2.5,2.0,0.0,4.0,1.0,3.0
D02221517,1.5,2.0,0.0,3.0,3.0,3.0
D02221518,4.0,2.0,3.0,3.0,3.0,3.5
D02221519,3.0,2.0,3.0,3.5,2.0,3.5
D02221522,3.5,3.0,3.0,4.0,1.0,3.0
D02221523,4.0,3.0,3.0,4.0,2.5,2.5
D02221524,4.0,3.0,3.0,5.0,2.0,4.0
D02221531,0.0,3.0,3.0,2.0,2.0,4.0
D02221532,3.5,2.0,3.0,3.0,2.5,3.0
D02221533,3.0,2.0,3.0,3.0,2.0,3.0
D02221719,2.5,1.0,2.0,1.5,1.5,3.0
D02221720,3.5,2.5,4.0,2.5,3.0,3.5
D02221721,0.5,1.0,0.5,2.0,1.0,2.5
D02221722,3.0,0.0,2.0,0.5,1.0,2.0
D02221743,3.5,3.0,3.0,4.0,3.5,3.0
D02221744,4.0,3.0,0.0,4.0,2.0,3.0
D02221745,4.0,2.0,4.0,2.5,3.0,3.0
D02221746,4.5,2.0,3.0,5.0,2.0,3.0
D02221747,3.0,1.5,2.0,4.0,2.0,4.0
D02221748,3.5,2.5,3.5,5.0,3.0,4.0
D02221765,4.5,2.0,0.0,4.0,3.0,3.0
D02221766,2.5,2.0,2.5,3.0,2.5,7.0
D02221774,4.0,2.0,0.0,3.0,2.0,3.0
D02221775,4.0,2.0,3.0,4.0,3.0,3.0
D02221776,3.0,2.0,2.5,4.0,3.0,4.0
D02221777,3.0,2.0,4.0,4.0,3.0,3.0
D02221778,2.5,2.0,3.5,5.0,3.0,3.0
D02221785,3.0,2.5,3.0,4.0,3.0,3.0
D02221786,3.0,1.5,0.0,4.0,2.0,3.5
D02221787,3.0,1.5,1.0,5.0,3.0,1.5
D02221788,4.0,2.0,3.0,4.0,3.0,3.0
D02221810,3.75,4.0,4.0,4.0,3.0,3.0
D02221811,3.0,0.0,4.0,4.0,3.0,3.0
D02221871,3.5,2.0,4.0,4.0,2.5,3.0
D02222044,4.0,0.0,0.0,1.0,1.0,3.0
D02222097,3.5,2.0,3.5,3.5,2.5,4.0
D02222098,1.5,0.5,2.0,2.5,1.0,3.0
D02222212,0.0,0.5,0.0,3.0,0.0,2.0
D02222213,2.5,1.0,2.0,2.5,1.5,3.5
D02222327,3.75,4.0,3.3333333333333335,2.5,2.6666666666666665,3.0
D02222328,2.5,1.5,0.5,2.0,2.0,2.5
D02222417,0.0,1.5,1.5,2.0,2.0,1.0
D02222467,4.0,2.0,2.0,2.0,2.5,1.0
D02222470,4.0,2.0,3.0,4.0,3.0,3.0
D02222471,3.0,2.5,3.0,3.0,3.0,3.0
D02222472,4.0,2.0,3.0,4.0,3.0,3.0
D02231516,2.0,1.5,2.0,4.0,3.0,3.0
D02231517,2.0,0.5,2.0,2.5,2.0,5.0
D02231518,1.0,1.5,2.0,1.0,1.0,3.0
D02231519,3.0,1.0,2.0,3.5,4.0,3.5
D02231520,2.0,0.5,2.5,3.0,2.0,3.0
D02231521,2.0,0.5,2.0,1.5,0.0,2.0
D02231522,1.5,0.5,1.5,2.0,2.0,3.0
D02231523,2.5,2.0,2.0,3.5,3.0,3.5
D02231524,1.5,1.5,2.5,3.0,4.0,4.0
D02231525,2.5,3.0,1.5,2.0,2.0,3.5
D02231639,2.0,1.0,2.5,2.0,3.5,4.0
D02231640,3.0,1.0,2.5,3.0,4.5,4.0
D02232675,1.0,1.5,0.0,1.5,1.0,1.0
D02232676,1.0,1.0,0.5,1.5,0.5,1.0
D02240213,2.5,0.0,2.5,0.0,1.5,3.0
D02240214,2.5,0.0,2.5,1.6666666666666667,2.5,4.0
D02240215,2.5,1.0,2.5,3.0,3.0,4.75
D02240445,1.5,0.0,1.5,1.0,1.5,3.0
D02240798,2.5,1.0,2.5,2.0,2.5,2.0
D02241112,2.5,1.0,2.0,1.5,1.5,3.5
D02241846,2.0,1.0,1.0,2.0,2.5,3.0
D03211879,2.5,1.5,1.5,3.0,1.5,4.0
D03211884,2.5,1.0,2.5,2.5,2.5,4.0
D03211894,2.0,2.0,2.0,4.0,3.0,3.0
D03213077,2.0,0.0,1.5,2.5,2.0,4.0
D03213094,2.5,1.5,1.0,2.0,3.0,3.5
D03213114,3.0,2.5,2.5,4.0,2.5,3.0
D03220035,3.5,1.0,3.0,2.0,3.0,3.0
D03220355,2.0,0.0,0.0,1.0,0.0,1.0
D03220356,2.0,0.0,2.0,2.0,0.0,2.0
D03220871,1.0,0.5,0.0,1.5,3.0,2.5
D03220872,1.5,0.5,0.0,1.5,5.0,2.5
D03221001,2.5,1.5,3.0,3.3333333333333335,2.75,4.0
D03221016,3.0,0.0,0.0,1.0,2.5,2.0
D03221017,3.0,0.0,0.0,1.0,2.0,3.0
D03221169,4.0,0.0,3.0,3.0,2.5,3.0
D03221170,2.0,2.0,1.5,1.0,2.5,2.0
D03221229,0.0,0.0,0.0,0.0,0.0,0.5
D03221231,4.0,3.0,4.0,4.0,2.0,3.0
D03221237,3.0,3.0,4.0,4.0,3.0,3.0
D03221241,3.0,3.0,0.0,3.0,3.0,4.0
D03221244,3.0,2.0,4.0,4.0,2.0,3.0
D03221245,4.0,2.5,5.0,5.0,3.0,4.0
D03221246,4.0,2.0,4.0,4.0,3.5,4.0
D03221247,4.0,2.5,3.0,4.0,3.0,3.0
D03221248,3.0,3.0,2.0,4.0,2.0,3.0
D03221249,4.0,3.0,2.0,4.0,2.0,4.5
D03221256,4.0,2.0,2.5,3.0,3.0,4.0
D03221257,4.0,2.5,2.0,4.0,3.0,6.0
D03221258,3.0,1.0,3.0,3.0,3.0,4.0
D03221259,4.0,2.5,2.5,4.0,3.0,4.0
D03221260,3.0,2.0,3.0,3.0,3.0,4.0
D03221261,3.0,2.25,3.5,5.0,2.5,4.0
D03221306,4.0,3.0,3.0,4.0,3.0,4.0
D03221307,3.0,3.0,0.0,4.0,3.0,4.0
D03221313,3.0,1.0,0.0,2.0,3.0,1.0
D03221314,2.5,2.0,3.0,2.0,2.0,3.0
D03221315,3.0,1.0,1.0,2.0,2.0,1.0
D03221316,3.0,0.0,3.0,2.0,2.0,1.0
D03221317,3.0,2.0,3.0,2.0,2.0,3.0
D03221318,2.0,2.0,2.0,3.0,2.0,2.0
D03221323,3.0,2.0,2.0,4.5,2.5,2.5
D03221331,0.0,0.0,3.0,2.0,2.0,4.0
D03221431,1.0,2.0,2.0,3.5,1.5,2.0
D03221432,1.0,1.5,2.0,3.5,2.0,1.0
D03221433,1.0,1.0,1.0,3.0,2.5,2.0
D03221435,2.5,1.0,2.5,2.5,2.5,4.0
D03221436,2.5,1.0,2.5,2.5,2.5,4.0
D03221437,2.5,1.5,2.5,3.0,3.0,3.5
D03221438,3.0,1.5,3.5,3.5,2.0,3.0
D03221439,2.5,1.0,2.5,2.5,2.5,4.0
D03221440,2.5,1.0,2.5,2.5,2.5,4.0
D03221446,2.5,1.0,2.5,2.5,2.5,4.0
D03221447,2.5,1.0,2.5,2.5,2.5,4.0
D03221448,6.0,1.0,2.5,2.5,2.5,4.0
D03221455,2.5,1.5,2.5,3.0,3.0,3.5
D03221456,1.5,2.0,2.5,3.0,2.0,3.0
D03221459,2.5,1.0,2.5,2.5,2.5,4.0
D03221460,2.5,1.0,2.5,2.5,2.5,4.0
D03221461,2.5,1.0,2.5,2.5,2.5,4.0
D03221463,2.5,1.0,2.5,2.5,2.5,4.0
D03221464,2.5,1.0,2.5,2.5,2.5,4.0
D03221465,6.0,1.0,2.5,2.5,2.5,4.0
D03221524,2.5,1.0,2.5,2.5,2.0,3.0
D03221527,2.5,0.0,4.0,2.0,3.0,2.0
D03221577,2.5,3.0,4.0,3.5,3.0,3.0
D03221578,2.0,3.0,0.0,1.5,2.0,4.0
D03221579,2.0,3.0,1.0,3.0,2.0,3.0
D03221581,2.0,1.5,0.0,2.0,2.0,3.0
D03221893,3.0,0.0,3.0,2.5,2.0,3.5
D03221894,3.0,1.0,3.0,2.5,2.0,3.0
D03222228,1.0,3.0,3.0,4.0,3.0,3.0
D03222229,3.0,1.5,2.0,3.0,2.0,3.0
D03222230,3.5,2.5,4.0,2.0,3.0,3.5
D03222231,3.0,1.5,1.5,2.0,2.0,3.0
D03222232,3.5,2.5,3.5,2.5,3.0,3.5
D03222577,1.0,1.0,0.0,1.5,2.0,1.0
D03222578,2.5,1.0,1.5,1.5,2.0,3.5
D03222600,2.5,1.0,2.5,2.5,2.5,4.0
D03222601,2.5,0.0,2.5,3.0,3.0,4.0
D03222770,2.5,0.0,2.5,0.0,0.0,2.0
D03222771,2.5,1.0,2.0,2.5,1.5,2.5
D03222772,2.5,1.0,1.0,3.0,2.0,2.0
D03222774,4.0,3.0,3.0,2.0,2.0,3.0
D03222910,4.0,3.0,2.0,4.0,2.0,3.0
D03222911,2.5,3.0,3.0,4.333333333333333,3.0,4.0
D03222956,2.5,2.0,2.5,2.0,2.0,3.0
D03222972,3.0,1.5,4.0,5.0,3.0,3.0
D03223070,0.5,0.5,0.0,1.0,0.0,2.0
D03223198,1.5,0.5,0.0,1.0,0.5,2.0
D03223199,2.0,1.0,1.5,0.5,0.0,2.0
D03223262,1.5,0.5,2.0,2.0,1.0,3.5
D03223263,3.0,2.0,3.5,4.0,2.0,3.5
D03223279,2.5,1.0,0.0,2.0,2.0,3.5
D03223280,2.0,0.0,0.0,2.0,2.0,3.0
D03223281,2.5,1.0,2.5,2.5,2.5,4.0
D03223282,2.0,0.0,1.3333333333333333,2.0,1.75,2.6666666666666665
D03223289,2.0,0.5,0.0,2.0,1.5,2.0
D03223291,2.5,1.0,2.0,2.0,1.0,3.5
D03223294,2.5,2.0,2.0,4.0,2.5,3.0
D03230029,3.0,2.0,3.0,4.0,2.0,3.5
D03230030,2.5,1.0,2.0,2.0,4.0,4.0
D03230447,1.5,1.0,1.0,2.0,0.5,2.0
D03230448,1.5,0.0,0.5,1.5,2.0,2.5
D03230449,1.5,0.0,0.0,1.0,2.0,2.5
D03230450,1.5,1.0,0.0,1.0,1.0,2.0
D03230961,3.0,1.0,2.5,3.5,5.0,5.0
D03230962,3.0,1.5,2.0,3.5,4.0,4.0
D03230964,2.5,2.0,3.0,1.5,0.0,4.0
D03230965,3.0,0.0,2.5,2.5,2.5,3.0
D03230966,2.0,0.0,1.0,2.0,2.0,3.0
D03231854,0.5,1.5,0.0,3.0,5.0,2.0
D03231855,2.0,0.0,2.0,3.0,5.0,3.5
D03231856,4.0,0.5,1.5,4.0,4.0,2.0
D03231857,3.5,1.0,1.5,3.3333333333333335,6.333333333333333,3.0
D03231865,3.0,1.0,4.0,4.0,6.0,3.0
D03231866,3.5,1.5,1.5,3.0,6.0,3.0
D03232024,2.0,0.0,2.5,2.5,2.0,3.0
D03232125,1.5,0.5,2.0,1.5,1.0,3.0
D04210933,3.5,3.5,3.5,4.0,2.5,3.5
D04210934,2.5,1.0,2.0,5.0,1.5,4.0
D04210936,3.0,2.0,3.0,5.0,2.0,4.0
D04210940,2.5,0.0,2.0,2.5,2.0,3.0
D04210956,4.0,3.0,3.0,4.0,2.0,3.0
D04210958,2.5,2.5,3.0,3.0,1.0,3.0
D04210962,4.0,3.0,3.0,4.0,3.0,3.0
D04210968,4.0,3.0,3.0,4.0,3.0,3.0
D04210969,3.0,3.5,2.5,3.0,1.0,3.0
D04210970,2.5,1.0,2.5,3.0,1.0,3.5
D04210971,2.0,1.0,1.5,3.0,3.0,3.0
D04210972,3.5,2.0,3.5,3.5,2.5,4.0
D04210973,3.0,2.5,2.0,3.0,3.5,3.0
D04210977,2.0,1.5,1.0,2.0,3.0,3.0
D04210978,3.5,2.0,3.0,3.0,2.5,3.0
D04211189,2.0,3.5,2.5,1.5,2.5,4.0
D04211856,2.5,1.5,3.0,3.0,1.0,4.0
D04211857,3.0,2.0,2.0,5.0,2.0,3.0
D04211960,2.5,2.0,2.5,2.5,2.5,4.0
D04212881,2.5,0.0,1.0,2.0,1.5,3.0
D04212884,1.0,1.0,1.5,0.0,0.0,2.0
D04213512,4.0,2.0,2.5,4.0,2.5,3.0
D04213514,3.5,2.0,3.5,4.0,1.0,3.5
D04213519,3.5,2.0,2.0,3.0,3.0,4.0
D04213521,2.0,2.0,1.5,4.0,2.0,3.0
D04213522,3.0,1.0,1.5,5.0,3.0,2.0
D04213526,2.5,2.5,3.5,3.5,2.5,3.5
D04213528,3.0,1.0,1.5,4.0,3.0,3.0
D04213530,1.5,0.5,1.0,4.0,2.0,3.0
D04213531,3.0,1.5,3.0,3.0,2.5,4.0
D04213539,2.0,1.0,1.5,1.5,2.0,5.0
D04213540,3.0,2.0,3.0,3.5,1.0,3.0
D04213550,3.5,2.0,2.5,3.0,1.0,3.0
D04213551,3.0,1.0,2.5,4.0,3.0,2.5
D04213552,3.0,2.0,3.0,2.5,3.0,2.0
D04213553,3.0,2.0,2.5,4.0,2.5,3.5
D04213555,2.5,2.5,3.0,3.5,2.0,3.0
D04220036,2.5,2.0,0.0,2.5,1.0,2.5
D04220639,3.0,2.0,3.0,5.0,2.0,4.0
D04220640,2.0,2.0,5.0,4.0,3.0,4.0
D04220641,2.0,2.5,0.0,3.0,2.0,3.0
D04220642,3.0,2.5,0.0,3.0,3.0,3.0
D04220672,2.0,2.5,0.0,3.0,2.0,2.0
D04220673,2.0,1.0,2.0,2.5,2.0,3.0
D04220674,1.0,2.0,2.5,2.5,2.5,2.0
D04220680,2.0,2.0,3.0,3.0,2.0,2.0
D04220681,2.5,2.5,3.0,2.0,2.0,2.0
D04220682,3.0,1.5,1.0,2.0,1.0,3.0
D04220760,2.5,2.0,0.0,2.5,2.0,3.0
D04220761,2.5,2.0,1.0,2.5,2.25,4.0
D04220838,2.5,1.0,2.5,2.5,2.5,4.0
D04220839,3.0,2.0,3.0,4.0,3.0,2.5
D04220840,4.0,1.0,2.5,2.5,2.5,4.0
D04220841,3.0,2.0,2.0,4.0,3.0,3.0
D04220842,3.5,3.0,3.5,2.5,2.0,3.0
D04220843,3.0,2.0,4.0,2.0,2.0,3.0
D04220844,3.0,2.0,0.0,3.5,1.0,3.0
D04220845,3.0,3.0,4.0,2.5,1.0,4.0
D04220846,4.0,3.0,3.0,2.5,3.0,3.0
D04220847,3.0,3.0,0.0,3.0,3.0,4.0
D04221157,2.0,2.5,0.5,2.0,2.0,3.5
D04221161,1.5,2.0,2.5,3.0,2.5,3.0
D04221162,2.0,1.5,2.5,3.0,1.5,2.0
D04221163,1.5,0.5,0.0,1.5,1.5,2.5
D04221164,1.5,0.0,0.0,1.0,1.0,2.5
D04221244,3.0,0.0,2.0,2.0,2.5,3.5
D04221308,2.5,1.0,2.0,1.5,1.5,3.0
D04221326,2.5,1.0,2.5,2.5,2.5,4.0
D04221327,2.5,1.0,2.5,2.5,2.5,4.0
D04221328,2.5,1.0,2.5,2.5,2.5,4.0
D04221329,2.5,1.0,2.5,2.5,2.5,4.0
D04221330,2.5,1.0,2.5,2.5,2.5,4.0
D04221409,1.0,1.0,2.0,1.0,2.0,3.5
D04221573,2.5,2.0,2.0,4.0,2.5,3.0
D04221587,2.0,2.0,0.0,5.0,3.0,3.0
D04221588,4.0,2.0,0.0,5.0,3.0,4.0
D04221589,3.5,3.5,3.0,4.5,4.0,3.0
D04221676,0.0,1.5,3.0,2.5,2.5,3.0
D04221693,4.5,2.0,3.0,2.5,1.0,4.0
D04221694,3.5,1.5,2.0,2.0,2.0,4.0
D04221695,4.0,1.5,0.0,3.0,3.0,4.0
D04221696,3.0,2.0,2.5,2.5,2.0,3.5
D04221697,4.0,2.0,2.0,3.5,3.0,4.0
D04221698,3.5,2.0,2.5,3.5,2.5,4.0
D04221699,2.5,2.6666666666666665,2.3333333333333335,3.5,2.5,4.0
D04221700,3.5,2.0,3.0,3.0,0.0,3.0
D04221701,3.0,1.5,3.0,2.5,2.5,4.0
D04221702,3.5,3.0,3.0,3.5,3.0,2.5
D04221703,3.5,2.5,3.0,3.5,3.0,2.5
D04221704,2.0,3.0,4.0,4.0,1.5,5.0
D04221705,3.0,2.0,4.0,3.5,2.0,3.5
D04221706,2.0,2.0,3.0,3.0,3.0,3.0
D04221707,3.5,2.5,2.0,4.5,3.0,2.5
D04221708,2.5,3.0,4.0,3.5,2.5,4.0
D04221709,3.0,1.5,2.0,4.0,3.0,3.5
D04221725,2.0,2.0,2.0,2.0,2.5,3.0
D04221737,2.5,0.0,4.0,4.0,2.0,3.0
D04221738,3.5,0.0,3.0,2.0,2.0,3.0
D04221739,2.0,2.0,1.0,1.0,0.0,3.0
D04221763,2.5,2.0,2.5,2.0,1.0,2.0
D04221765,2.5,2.0,5.0,5.0,3.0,4.0
D04221853,3.0,1.0,4.0,5.0,3.0,4.0
D04221877,2.5,0.0,1.0,2.0,2.5,4.0
D04221959,2.5,1.0,1.5,0.0,2.0,2.5
D04222057,1.5,1.5,1.5,2.5,0.5,2.0
D04222060,2.0,1.5,2.0,2.5,1.5,2.0
D04222149,3.5,2.0,3.5,3.5,3.0,3.5
D04222150,3.0,0.0,0.0,2.0,2.0,3.5
D04222151,2.5,1.0,1.5,3.0,1.5,2.5
D04222202,2.5,1.0,2.5,2.5,2.5,4.0
D04222475,2.0,1.5,1.5,2.5,2.0,3.5
D04222595,1.5,0.5,0.0,1.5,1.0,1.5
D04222596,2.5,1.0,1.5,2.0,2.5,3.5
D04222743,2.5,1.0,2.5,2.5,2.5,4.0
D04222794,1.5,0.0,0.0,0.0,0.0,2.0
D04222857,3.0,1.0,2.5,3.0,2.0,3.5
D04222858,2.5,1.0,1.0,2.0,2.0,3.5
D04222859,3.0,2.0,2.0,4.0,3.0,3.0
D04222893,1.5,2.0,0.0,1.5,1.5,4.0
D04222945,3.5,1.5,2.5,3.0,3.0,3.0
D04222946,2.0,0.5,1.0,3.0,2.0,4.0
D04222977,3.0,0.0,3.0,3.5,2.0,4.0
D04222979,2.0,0.0,0.5,1.5,2.0,2.5
D04223056,3.0,3.5,4.0,3.0,3.0,3.0
D04223057,3.5,2.25,3.0,3.0,2.5,4.0
D04223058,3.0,2.5,2.0,0.0,0.0,4.0
D04223059,1.0,1.0,2.5,3.0,2.0,3.0
D04223060,3.0,0.0,0.0,3.0,0.5,2.0
D04223061,2.5,1.5,2.5,1.0,0.0,3.0
D04223062,3.0,2.5,3.0,3.5,3.0,3.5
D04223063,2.5,2.0,3.5,4.0,3.0,3.5
D04223064,4.0,1.0,3.5,4.0,2.5,5.0
D04223065,3.5,3.0,2.0,4.0,3.0,4.0
D04223066,3.0,3.5,1.5,3.0,2.0,3.0
D04223067,4.0,3.0,3.5,4.5,2.5,4.0
D04223068,4.0,1.5,2.5,5.0,2.5,3.5
D04223071,2.5,2.0,1.5,4.0,3.0,3.0
D04223072,4.0,1.5,1.0,3.0,3.0,3.5
D04223073,3.0,2.0,2.5,3.0,2.5,3.0
D04223074,4.0,1.5,2.0,3.0,3.0,3.0
D04223079,3.5,2.0,3.0,3.0,3.0,3.0
D04223081,2.5,1.0,2.5,4.0,3.0,4.0
D04223082,2.5,2.5,3.5,4.0,2.5,5.0
D04223083,3.0,1.5,1.0,2.0,3.0,1.5
D04223084,2.5,1.5,3.0,4.0,2.5,4.0
D04223086,2.5,3.0,2.5,1.0,2.0,3.0
D04223087,3.0,2.0,1.0,5.0,5.0,2.5
D04223088,2.5,1.0,2.5,2.5,2.5,3.0
D04223089,0.5,0.0,0.0,3.5,0.0,3.0
D04223091,3.5,1.0,2.0,3.0,3.0,3.0
D04223093,3.5,3.5,3.0,4.0,2.0,3.0
D04223094,2.5,0.0,3.0,3.0,2.5,4.0
D04230078,3.0,0.0,3.0,2.0,5.0,4.0
D04230079,3.5,0.0,3.5,3.5,3.0,4.0
D04230124,3.5,2.5,4.0,4.0,2.0,4.0
D04230125,3.5,1.5,2.5,4.5,3.0,3.5
D04230129,3.5,2.0,3.0,3.0,3.5,4.0
D04230196,3.0,2.5,1.5,2.0,1.5,2.5
D04230325,2.0,1.5,1.5,3.0,2.0,3.5
D04230336,3.0,1.5,2.0,2.5,3.5,3.0
D04230925,2.0,2.0,2.0,3.0,3.0,4.0
D04230972,2.5,2.0,2.5,5.0,6.0,5.0
D04231285,3.0,1.0,2.0,2.0,6.0,4.0
D04231635,3.0,0.5,2.5,3.0,6.0,4.0
D04231790,3.0,1.0,3.5,4.0,2.5,4.0
D04232087,2.5,1.0,2.5,2.5,2.5,4.0
D04232209,3.5,1.0,2.0,2.5,2.0,4.0
D04232210,3.0,0.0,2.0,1.5,1.5,5.0
D05210424,2.0,1.0,3.0,4.0,1.0,2.5
D05211739,2.5,1.0,2.5,2.5,2.5,4.0
D05211745,3.0,2.0,1.5,3.0,2.0,3.0
D05211751,3.0,2.0,2.0,4.0,3.0,2.5
D05211752,3.0,2.5,2.0,3.0,3.5,3.0
D05211846,1.5,0.5,4.0,3.5,1.0,3.0
D05211847,2.0,1.5,4.0,3.0,2.0,2.5
D05211848,2.0,1.0,2.5,3.5,2.0,3.0
D05211849,2.0,1.0,1.0,2.0,2.5,3.0
D05211853,4.0,2.0,5.0,4.0,3.0,2.5
D05211865,4.0,2.5,4.0,4.0,2.5,3.0
D05211866,4.0,2.0,4.0,4.0,2.0,3.0
D05212548,3.0,2.0,4.0,4.0,2.5,3.0
D05212565,3.5,2.0,1.5,3.0,1.0,3.5
D05212566,2.5,2.0,3.0,4.0,4.0,2.5
D05220296,2.5,1.5,2.0,2.5,2.0,3.5
D05220316,2.5,1.5,3.5,3.5,2.5,1.5
D05220349,2.5,1.0,2.5,2.5,2.5,4.0
D05220576,2.0,1.0,0.0,3.0,0.0,0.0
D05220711,2.0,1.5,2.0,1.5,1.5,3.5
D05220712,2.5,1.5,1.5,3.5,2.0,3.5
D05220713,3.0,2.0,3.0,3.5,2.0,3.0
D05220789,2.0,1.5,2.0,2.5,1.0,2.0
D05220790,0.5,0.5,0.0,1.0,2.0,1.5
D05220791,1.5,1.5,0.0,2.5,1.5,2.0
D05221339,3.0,1.0,3.0,0.0,0.0,0.0
D05221346,2.0,1.5,1.5,2.0,2.0,3.0
D05221347,3.0,1.0,2.0,1.5,2.0,3.5
D05221572,0.5,0.5,0.0,1.0,1.0,2.0
D05221578,3.0,1.5,2.5,1.0,2.0,3.0
D05221712,3.0,2.0,4.0,4.0,2.0,3.0
D05221972,3.0,0.5,2.0,3.0,2.0,3.5
