,132,135,154,155,160,179
D02221720,0.0,0.0,0.0,4.5,5.5,0.0
D02221721,0.0,3.0,0.0,4.0,5.0,0.0
D02221722,0.0,0.0,0.0,3.0,4.0,0.0
D02221743,4.5,6.0,5.0,6.0,7.0,4.5
D02221744,6.0,6.5,5.0,5.5,7.0,5.0
D02221745,5.5,7.0,5.0,4.5,7.5,5.5
D02221746,5.5,7.0,5.0,6.0,7.0,6.0
D02221747,4.5,5.5,5.0,5.0,7.0,4.0
D02221748,4.5,6.0,5.0,5.0,5.0,4.5
D02221765,6.0,7.0,5.0,6.0,7.0,5.0
D02221766,6.0,7.0,5.5,6.0,7.0,5.0
D02221774,6.0,7.0,5.0,6.0,7.0,5.0
D02221775,5.5,7.0,5.0,5.0,7.0,5.0
D02221776,5.5,6.5,5.0,5.0,7.0,5.0
D02221777,5.5,6.5,5.5,5.0,7.0,4.0
D02221778,6.0,6.0,5.5,5.0,5.0,5.0
D02221785,5.0,6.0,5.0,5.0,7.0,4.0
D02221786,5.0,6.0,5.0,6.0,6.0,5.0
D02221787,6.0,6.5,5.0,6.0,7.0,5.5
D02221788,5.0,5.5,5.0,6.0,6.0,5.5
D02221810,4.0,5.5,5.0,4.0,5.0,4.0
D02221811,4.5,5.5,5.0,4.0,5.0,4.5
D02221871,4.0,5.5,5.0,3.5,4.0,4.0
D02222044,4.0,7.0,5.0,6.0,7.0,5.0
D02222097,4.0,6.0,5.0,4.0,4.75,4.0
D02222098,4.0,5.0,5.0,4.0,4.75,4.0
D02222212,4.0,3.0,5.0,4.0,4.0,4.0
D02222213,4.0,4.0,5.0,4.0,5.0,4.0
D02222327,4.0,5.0,5.0,4.0,3.3333333333333335,4.0
D02222328,4.0,5.5,5.0,4.0,5.0,4.0
D02222417,7.0,6.0,5.0,5.0,6.5,4.0
D02222467,5.0,6.0,6.0,6.0,5.0,5.0
D02222470,5.0,6.0,5.0,6.0,7.0,4.0
D02222471,5.0,6.0,5.0,5.0,6.5,4.0
D02222472,4.5,6.0,5.0,6.0,6.0,5.0
D02231516,4.5,5.5,5.0,3.5,5.0,4.0
D02231517,5.0,5.5,5.0,4.5,5.0,4.0
D02231518,5.0,5.5,5.0,3.5,5.0,4.0
D02231519,5.0,4.5,1.0,3.0,6.0,3.5
D02231520,5.0,5.5,5.0,4.0,5.0,4.0
D02231521,4.5,5.5,5.0,3.0,5.0,3.0
D02231522,4.5,5.5,4.0,4.5,6.0,4.0
D02231523,5.0,5.5,4.0,4.5,6.0,4.0
D02231524,4.0,5.0,5.0,4.0,6.0,4.0
D02231525,5.0,4.5,4.0,4.0,5.0,3.0
D02231639,5.0,5.0,5.0,5.0,5.0,4.5
D02231640,5.0,5.0,5.0,4.0,6.0,4.5
D02232675,3.0,2.0,3.0,4.0,5.0,4.0
D02232676,3.5,3.0,3.5,4.0,5.0,4.0
D02240213,4.0,5.0,5.0,2.5,5.0,3.25
D02240214,4.0,6.0,5.0,3.3333333333333335,1.5,4.5
D02240215,4.0,5.5,5.0,3.0,5.0,4.0
D02240445,2.5,6.5,3.5,4.0,4.0,3.0
D02240798,4.0,5.0,5.0,3.0,1.5,4.0
D02241112,4.0,4.5,4.0,4.0,5.0,2.0
D02241846,4.0,5.5,4.5,3.0,5.0,3.0
D03211879,5.0,6.5,5.0,5.5,6.0,6.5
D03211884,4.0,5.0,5.0,6.0,7.0,6.0
D03211894,5.0,7.5,5.0,6.0,5.0,4.0
D03213077,2.0,4.0,4.0,3.5,5.0,6.0
D03213094,4.5,6.5,4.0,4.5,6.0,4.0
D03213114,5.5,6.5,5.0,6.0,6.0,5.0
D03220035,4.0,6.0,5.0,4.0,4.0,4.0
D03220355,3.5,5.5,5.0,4.0,5.0,4.0
D03220356,3.5,5.0,5.0,4.0,7.0,4.5
D03220871,3.0,5.5,4.0,2.5,4.0,3.0
D03220872,2.0,4.5,4.0,3.0,4.0,3.0
D03221001,4.0,5.75,5.0,4.0,4.0,4.0
D03221016,3.5,5.5,5.0,4.0,4.0,4.0
D03221017,2.5,5.5,5.0,4.0,4.0,4.5
D03221169,5.5,5.5,5.0,4.0,4.0,4.0
D03221170,4.0,5.5,5.0,4.0,4.0,4.0
D03221229,6.0,7.0,6.5,6.0,7.5,6.0
D03221231,5.0,6.5,6.0,6.0,7.0,4.5
D03221237,5.0,7.0,5.0,6.0,7.0,4.5
D03221241,5.0,7.0,5.0,6.0,7.0,5.0
D03221244,5.0,6.5,5.0,5.5,5.0,4.5
D03221245,5.0,7.0,5.0,6.0,7.0,5.0
D03221246,6.0,6.5,5.5,6.0,5.0,5.0
D03221247,6.0,6.0,5.0,6.0,6.5,4.5
D03221248,5.0,6.5,5.0,5.5,7.0,4.5
D03221249,5.0,6.5,5.0,5.5,7.0,5.0
D03221256,5.0,6.0,5.0,5.5,6.0,4.5
D03221257,6.0,6.5,5.0,5.5,7.0,6.0
D03221258,5.0,5.5,5.0,5.5,5.0,4.5
D03221259,5.0,6.5,5.0,6.0,6.0,5.0
D03221260,5.0,6.5,5.0,6.0,7.0,5.0
D03221261,5.0,7.25,5.0,6.0,5.5,5.0
D03221306,5.0,7.0,5.0,6.0,0.0,5.0
D03221307,5.0,6.0,5.0,6.0,6.0,5.0
D03221313,5.0,6.5,5.0,6.0,7.0,5.5
D03221314,5.0,6.0,5.0,6.0,6.0,4.0
D03221315,5.0,6.5,5.0,6.0,7.0,4.5
D03221316,4.5,6.0,5.0,6.0,7.0,5.0
D03221317,5.0,6.0,5.0,6.0,6.0,5.0
D03221318,5.0,6.0,5.0,6.0,7.0,4.5
D03221323,5.0,6.0,5.5,6.0,5.5,5.5
D03221331,5.5,6.0,5.5,5.5,6.5,4.0
D03221431,1.5,4.0,1.0,4.0,0.0,3.0
D03221432,2.5,4.0,2.0,4.0,1.0,3.0
D03221433,2.0,3.0,3.0,4.0,5.0,3.5
D03221435,4.0,5.0,0.0,3.6666666666666665,0.0,4.5
D03221436,4.0,5.0,0.0,2.6666666666666665,0.0,4.5
D03221437,1.5,6.0,1.0,0.0,3.0,2.5
D03221438,2.5,5.5,0.0,2.5,2.5,3.0
D03221439,4.0,3.0,5.0,4.0,1.5,4.5
D03221440,0.0,3.0,5.0,4.0,0.0,4.5
D03221446,0.0,4.5,0.0,4.0,2.5,3.0
D03221447,0.0,5.0,5.0,0.0,1.5,4.5
D03221448,0.0,5.0,5.0,4.0,4.0,4.5
D03221455,0.0,5.0,2.0,3.0,0.0,3.0
D03221456,0.0,5.0,0.0,0.0,2.5,2.0
D03221459,0.0,5.0,0.0,4.0,0.0,3.0
D03221460,0.0,5.5,0.0,4.0,0.0,3.0
D03221461,4.0,5.0,0.0,4.0,1.5,3.0
D03221463,4.0,4.5,5.0,0.0,1.5,4.5
D03221464,4.0,5.0,5.0,4.0,0.0,4.5
D03221465,2.0,5.0,5.0,4.0,0.0,4.5
D03221524,4.0,5.5,5.0,4.0,4.5,3.3333333333333335
D03221527,3.0,5.5,5.0,3.0,5.0,4.0
D03221577,5.0,5.5,5.0,3.5,6.0,4.5
D03221578,4.0,5.0,5.0,4.5,5.0,4.0
D03221579,4.0,5.0,5.0,4.0,5.0,4.5
D03221581,4.0,5.0,5.0,4.0,4.0,4.5
D03221893,4.0,5.5,5.0,4.0,5.0,3.0
D03221894,4.5,4.5,5.0,2.0,4.0,3.0
D03222228,5.0,5.5,5.0,4.0,4.0,4.0
D03222229,4.5,5.5,5.0,4.0,5.0,4.0
D03222230,5.5,5.5,5.0,4.0,5.0,4.0
D03222231,4.5,4.5,5.0,3.0,4.0,4.0
D03222232,3.5,6.5,5.0,4.0,4.0,4.5
D03222577,3.5,3.5,5.0,4.0,4.0,3.5
D03222578,3.5,6.0,5.0,4.0,4.25,4.0
D03222600,4.0,5.0,5.0,3.0,4.0,4.0
D03222601,4.0,5.0,5.0,4.0,4.0,4.0
D03222770,4.0,6.5,5.0,5.0,6.0,6.0
D03222771,4.0,5.5,5.0,4.0,5.0,4.0
D03222772,4.0,6.0,5.0,4.0,5.0,4.0
D03222774,5.0,6.5,5.0,6.0,7.0,6.0
D03222910,4.0,5.5,5.0,4.0,4.333333333333333,4.0
D03222911,4.0,5.5,5.0,4.0,5.0,4.0
D03222956,0.0,5.5,5.0,0.0,7.0,0.0
D03222972,6.0,5.0,6.0,6.0,8.0,4.0
D03223070,3.5,5.5,5.0,4.0,5.0,3.5
D03223198,4.5,3.0,5.0,4.0,5.0,3.5
D03223199,4.5,5.5,5.0,4.0,5.0,4.0
D03223262,4.0,5.5,5.0,4.0,4.0,4.0
D03223263,4.5,5.0,5.0,3.5,4.0,4.0
D03223279,4.5,4.5,5.0,5.0,5.0,3.0
D03223280,4.0,6.0,5.0,5.0,5.0,4.0
D03223281,4.0,6.0,5.0,4.0,5.0,4.0
D03223282,4.0,6.0,5.0,4.0,5.0,4.333333333333333
D03223289,3.0,4.5,5.0,3.0,0.0,3.5
D03223291,4.0,4.5,5.0,4.0,2.5,3.5
D03223294,3.5,5.5,5.0,4.0,0.0,3.0
D03230029,4.5,5.0,4.0,4.0,5.0,4.0
D03230030,4.5,4.5,5.0,6.0,7.0,6.0
D03230447,1.5,3.0,0.0,1.5,5.0,3.0
D03230448,1.5,4.5,4.5,3.0,5.0,3.5
D03230449,2.0,4.0,4.5,2.5,5.0,3.5
D03230450,2.0,3.0,4.0,3.5,5.0,4.0
D03230961,5.5,5.5,5.5,4.5,5.0,4.0
D03230962,2.0,6.0,1.5,3.0,5.0,4.5
D03230964,4.5,5.5,4.0,3.0,6.0,5.0
D03230965,4.5,5.5,5.0,4.5,6.0,4.0
D03230966,4.5,5.5,5.0,4.0,6.0,4.0
D03231854,4.0,6.0,4.0,4.0,5.0,3.5
D03231855,4.5,6.0,4.5,4.0,5.0,4.0
D03231856,5.0,5.75,2.0,5.0,5.0,4.0
D03231857,4.5,5.833333333333333,1.0,4.0,6.0,3.5
D03231865,6.0,5.5,5.5,4.0,5.0,5.0
D03231866,5.0,5.5,5.0,4.0,5.0,4.0
D03232024,5.0,6.0,5.0,4.0,5.0,4.0
D03232125,2.5,5.0,3.0,3.5,8.0,3.0
D04210933,5.0,6.0,6.0,5.5,6.0,4.0
D04210934,5.5,6.75,5.5,6.0,6.5,5.0
D04210936,4.0,6.5,4.5,5.0,7.0,4.0
D04210940,5.5,6.0,5.0,5.0,5.5,5.0
D04210956,5.0,6.5,5.5,5.0,8.0,4.5
D04210958,5.5,5.0,5.5,5.0,6.0,4.0
D04210962,5.0,6.5,5.5,5.0,4.5,4.5
D04210968,5.0,6.5,5.5,5.0,6.0,4.5
D04210969,5.5,6.0,5.5,6.0,6.0,5.5
D04210970,5.5,5.5,5.0,6.0,8.0,4.0
D04210971,7.5,5.5,5.0,4.0,5.0,3.0
D04210972,6.0,6.5,5.0,6.0,6.0,4.0
D04210973,5.5,6.0,5.5,6.0,7.0,4.5
D04210977,4.0,6.0,4.0,4.0,5.5,4.0
D04210978,5.5,6.0,5.5,5.0,4.0,4.0
D04211189,5.0,6.0,5.0,5.0,1.5,4.5
D04211856,5.5,6.0,5.5,5.5,7.0,4.0
D04211857,5.5,7.0,5.5,6.0,7.0,4.5
D04211960,4.0,6.5,5.0,4.0,1.5,4.5
D04212881,6.0,7.0,5.0,5.0,7.0,4.5
D04212884,5.5,4.5,5.5,4.0,7.0,4.5
D04213512,6.0,6.5,5.0,5.0,6.0,5.0
D04213514,6.0,6.5,6.0,5.0,7.0,5.0
D04213519,6.5,7.0,5.5,6.0,7.0,4.0
D04213521,5.0,7.5,5.0,6.0,6.0,3.0
D04213522,5.0,7.0,5.5,6.0,6.0,4.0
D04213526,6.0,6.0,5.5,4.0,5.0,4.0
D04213528,4.5,5.0,4.0,4.5,6.0,5.0
D04213530,5.5,6.5,4.5,6.0,7.0,5.0
D04213531,3.5,4.5,4.0,1.5,4.0,4.0
D04213539,4.0,4.5,4.0,4.5,6.0,6.0
D04213540,5.0,6.5,5.5,5.5,7.5,4.5
D04213550,6.0,7.0,5.5,6.0,6.0,6.0
D04213551,4.0,6.5,5.5,6.0,7.0,4.0
D04213552,6.0,6.5,6.0,5.5,7.0,5.0
D04213553,5.5,6.5,5.0,4.0,6.0,5.5
D04213555,5.5,5.0,5.5,6.0,7.0,4.0
D04220036,4.0,5.5,5.0,3.5,5.0,4.0
D04220639,4.5,6.5,5.0,4.0,5.0,4.0
D04220640,4.0,6.0,5.0,4.0,5.0,4.0
D04220641,4.0,5.0,5.0,4.5,5.0,4.0
D04220642,4.0,5.0,5.0,4.5,5.0,4.0
D04220672,5.0,6.5,5.0,6.0,5.0,5.0
D04220673,5.5,5.0,5.0,4.0,6.0,5.5
D04220674,5.0,6.0,5.0,4.0,1.5,5.0
D04220680,5.0,6.0,5.0,5.5,4.5,5.0
D04220681,4.5,6.5,5.0,5.0,6.5,5.0
D04220682,5.0,6.0,5.0,5.0,5.0,5.0
D04220760,4.0,5.75,5.0,4.0,5.0,4.5
D04220761,4.0,6.0,5.0,4.0,2.5,4.5
D04220838,4.0,5.0,5.0,4.0,1.5,4.0
D04220839,5.0,6.0,5.0,5.0,6.5,4.5
D04220840,6.0,5.0,5.0,4.0,1.5,4.5
D04220841,5.0,6.0,6.0,5.5,6.5,4.5
D04220842,5.5,6.0,5.0,5.0,4.5,5.0
D04220843,6.0,6.5,5.5,6.0,6.5,5.0
D04220844,5.5,6.0,5.0,5.5,7.0,4.5
D04220845,6.0,6.0,6.0,5.5,6.0,5.0
D04220846,6.0,6.0,5.0,5.5,6.0,4.0
D04220847,6.0,6.0,5.0,5.5,6.0,5.0
D04221157,4.0,5.0,5.0,4.5,5.0,4.0
D04221161,1.0,5.0,0.0,4.0,2.5,2.0
D04221162,0.0,4.5,0.0,2.0,5.0,3.5
D04221163,0.0,4.5,4.0,3.5,4.0,3.0
D04221164,0.0,4.5,3.5,3.5,5.0,3.0
D04221244,4.0,5.5,5.0,4.0,5.0,4.0
D04221308,4.0,3.5,4.0,5.0,5.0,4.0
D04221326,0.0,5.0,0.0,1.0,2.0,4.5
D04221327,0.0,5.0,0.0,1.0,2.0,4.5
D04221328,0.0,5.0,0.0,1.0,2.0,4.5
D04221329,4.0,5.0,0.0,1.0,2.0,4.5
D04221330,3.0,5.0,3.0,2.0,2.0,4.5
D04221409,0.0,5.5,0.0,3.5,0.0,3.5
D04221573,3.5,5.5,5.0,4.0,1.0,4.0
D04221587,5.0,5.5,5.0,4.0,6.0,4.0
D04221588,4.5,5.0,5.0,4.0,5.0,4.0
D04221589,4.5,6.0,5.0,6.0,5.0,4.0
D04221676,6.25,6.5,5.0,6.0,6.5,5.5
D04221693,6.0,6.0,5.0,5.0,1.0,5.0
D04221694,5.0,6.0,5.0,5.0,6.0,4.0
D04221695,6.0,6.5,5.0,6.0,5.0,5.0
D04221696,5.0,6.25,5.0,5.5,6.0,5.0
D04221697,6.0,6.5,5.0,6.0,6.0,4.5
D04221698,6.0,6.0,5.0,5.5,6.5,5.0
D04221699,5.5,6.0,5.0,5.0,6.0,4.5
D04221700,5.5,6.0,5.5,6.0,8.0,4.5
D04221701,5.5,6.0,5.0,5.5,6.5,5.0
D04221702,5.0,6.0,7.0,5.5,6.0,4.5
D04221703,5.0,6.0,5.0,5.5,5.0,4.5
D04221704,6.0,5.5,5.0,5.0,7.0,5.0
D04221705,5.5,6.0,5.0,5.5,6.0,4.5
D04221706,4.5,6.0,3.0,5.0,3.0,4.5
D04221707,5.5,5.5,7.0,5.5,7.0,4.5
D04221708,5.5,7.0,5.0,6.0,6.75,5.0
D04221709,5.0,6.0,5.0,6.0,7.0,4.5
D04221725,4.0,4.5,4.0,2.0,5.0,4.0
D04221737,5.0,6.5,5.0,4.0,6.0,4.0
D04221738,6.0,6.0,5.0,4.0,5.0,4.0
D04221739,4.5,6.0,5.0,4.0,5.0,4.0
D04221763,3.0,5.5,5.0,3.0,5.0,4.5
D04221765,4.0,6.0,5.0,4.0,5.0,4.5
D04221853,3.5,6.0,5.0,4.0,5.0,3.5
D04221877,4.0,5.5,5.0,5.0,5.0,4.5
D04221959,3.5,4.0,3.0,4.0,5.0,3.5
D04222057,4.0,4.5,0.0,1.5,2.0,3.0
D04222060,4.0,5.0,1.0,3.0,2.5,3.0
D04222149,5.0,5.5,4.0,3.5,3.5,4.0
D04222150,4.0,5.5,5.0,4.0,5.0,4.0
D04222151,4.0,5.75,5.0,5.0,4.0,3.5
D04222202,4.0,5.5,5.0,4.0,1.5,4.0
D04222475,4.0,4.5,4.0,4.0,3.0,3.0
D04222595,0.0,3.0,3.5,4.0,4.0,3.5
D04222596,4.5,5.5,5.0,5.0,4.0,4.5
D04222743,4.0,5.5,5.0,4.0,1.5,4.5
D04222794,2.5,6.0,5.0,4.0,5.0,3.0
D04222857,3.0,6.0,3.0,2.5,5.0,3.0
D04222858,3.5,4.5,3.0,5.0,5.0,3.0
D04222859,5.0,5.5,5.0,4.0,5.0,4.0
D04222893,4.0,5.5,5.0,4.5,5.0,4.0
D04222945,5.5,6.0,5.5,4.0,5.0,2.5
D04222946,4.0,5.0,5.0,4.0,5.0,4.0
D04222977,3.5,6.0,2.5,4.0,5.0,3.5
D04222979,3.0,4.0,4.5,4.0,5.0,4.0
D04223056,5.5,6.5,5.0,6.0,7.0,5.0
D04223057,5.5,5.75,5.5,6.0,6.0,4.0
D04223058,5.0,6.5,5.0,6.0,7.0,5.0
D04223059,6.0,6.0,5.0,5.0,5.0,4.0
D04223060,5.0,6.5,5.0,5.0,7.0,5.0
D04223061,4.0,5.0,5.0,4.0,6.0,4.0
D04223062,5.5,6.0,5.0,5.5,6.0,6.0
D04223063,5.5,6.0,5.5,6.0,7.0,5.0
D04223064,4.0,7.0,4.0,5.0,6.5,6.0
D04223065,5.5,6.5,5.5,6.0,5.0,4.0
D04223066,4.0,5.0,4.5,4.0,6.0,5.5
D04223067,5.5,5.0,5.0,5.0,6.5,4.5
D04223068,6.0,6.0,5.5,6.0,6.5,4.5
D04223071,3.5,5.0,3.0,6.0,7.0,4.5
D04223072,5.0,6.0,5.0,5.0,7.0,5.0
D04223073,5.0,6.0,5.0,4.0,6.0,4.5
D04223074,6.0,6.5,5.5,6.0,7.0,4.5
D04223079,5.5,6.0,5.5,6.0,6.0,4.5
D04223081,4.0,5.0,5.0,4.0,5.0,4.5
D04223082,5.5,5.0,5.0,4.0,6.0,4.0
D04223083,6.0,6.5,5.0,6.0,7.0,5.5
D04223084,5.5,6.0,5.5,6.0,6.5,4.5
D04223086,5.0,6.5,5.0,6.0,7.0,4.5
D04223087,5.0,6.0,5.5,6.0,8.0,4.5
D04223088,4.0,5.0,5.0,4.0,1.5,4.5
D04223089,5.0,6.5,5.0,5.0,5.0,4.0
D04223091,6.5,7.0,5.5,6.0,7.0,4.0
D04223093,4.5,6.5,5.0,5.0,6.0,4.5
D04223094,5.5,6.0,5.0,5.5,6.5,4.0
D04230078,5.0,5.5,5.0,4.0,5.0,4.0
D04230079,5.0,5.5,5.0,4.5,5.0,3.5
D04230124,4.0,6.0,5.0,5.0,5.0,4.5
D04230125,4.5,4.5,4.0,3.5,5.0,3.0
D04230129,4.0,5.5,4.0,4.0,5.0,3.0
D04230196,5.0,5.0,5.0,4.0,5.0,4.0
D04230325,4.0,5.5,4.0,4.0,5.0,3.0
D04230336,4.5,6.0,5.0,4.0,5.0,4.0
D04230925,5.0,5.5,4.0,4.0,5.0,3.0
D04230972,4.0,4.5,5.0,4.666666666666667,5.0,4.0
D04231285,4.0,5.5,5.5,4.0,5.0,3.0
D04231635,1.5,5.75,2.0,4.0,6.0,4.0
D04231790,5.0,5.5,6.0,5.0,6.0,4.0
D04232087,4.0,5.0,5.0,4.0,1.5,4.0
D04232209,4.0,5.5,4.0,3.0,5.0,4.0
D04232210,4.0,5.5,5.0,3.5,5.0,4.0
D05210424,6.0,5.0,5.0,4.0,4.0,3.0
D05211739,7.0,6.0,6.0,6.0,1.5,4.5
D05211745,7.0,7.0,6.0,6.0,6.0,4.0
D05211751,6.0,6.5,6.0,6.0,6.5,4.5
D05211752,6.0,6.0,6.5,7.0,6.5,4.5
D05211846,5.5,6.5,6.0,6.5,6.0,4.5
D05211847,4.5,4.0,6.0,5.0,4.5,4.0
D05211848,5.5,6.0,5.0,5.0,6.0,4.0
D05211849,4.0,7.0,4.0,4.0,5.5,6.0
D05211853,7.0,6.5,7.0,6.0,6.5,4.5
D05211865,7.0,5.0,6.0,7.0,6.5,4.0
D05211866,7.0,6.5,6.0,7.0,5.5,5.0
D05212548,7.0,6.0,6.0,7.0,6.5,4.5
D05212565,5.5,5.0,5.0,4.5,6.0,4.0
D05212566,6.0,7.5,5.0,6.0,5.0,4.0
D05220296,4.0,5.5,5.0,3.0,4.5,3.0
D05220316,5.0,5.5,5.0,3.0,4.5,4.0
D05220349,4.0,5.0,5.0,3.5,4.0,3.5
D05220576,4.0,5.5,5.0,4.0,5.0,4.0
D05220711,4.0,5.0,5.0,5.0,4.0,4.5
D05220712,4.0,6.0,5.0,5.5,5.0,3.5
D05220713,4.5,5.5,5.0,4.0,5.0,4.0
D05220789,1.5,3.5,0.0,4.0,2.0,3.0
D05220790,2.5,5.0,4.5,4.0,5.0,4.0
D05220791,2.5,3.0,0.0,4.0,2.0,4.0
D05221339,3.5,5.0,4.0,4.0,5.0,4.0
D05221346,5.5,5.5,5.0,4.0,5.0,4.0
D05221347,4.0,4.5,4.0,4.0,5.0,4.0
D05221572,3.0,4.5,5.0,4.0,5.0,4.0
D05221578,4.5,5.5,4.0,4.0,5.0,4.0
D05221712,4.5,5.0,5.0,4.0,5.0,4.0
D05221972,4.0,5.0,4.0,3.0,4.0,3.0
