,132,135,154,155,160,179
D01222310,4.5,5.5,5.0,5.0,3.5,2.0
D01222455,4.0,6.666666666666667,4.5,5.0,4.0,2.1666666666666665
D01222456,4.666666666666667,6.666666666666667,7.25,6.5,4.25,3.8333333333333335
D01222457,3.5,5.5,5.0,6.0,2.0,1.0
D01222518,3.0,6.5,7.0,8.0,4.0,4.0
D01222520,5.75,6.5,6.0,7.0,4.0,3.0
D01222525,6.0,7.0,7.0,6.0,5.0,3.0
D01222526,5.0,7.0,6.0,7.0,4.5,4.0
D01222527,5.0,8.0,6.0,7.0,4.0,5.0
D01222528,5.0,6.5,6.0,7.0,4.0,4.0
D01222685,5.0,6.5,5.0,6.0,3.5,2.5
D01222878,4.0,6.0,7.0,6.0,4.5,4.0
D01230195,5.0,6.0,4.0,5.5,5.666666666666667,6.0
D01230196,5.0,6.0,4.0,5.5,5.333333333333333,5.666666666666667
D01230782,6.0,6.5,4.0,6.0,5.25,5.0
D01230783,7.0,6.5,4.0,6.0,5.75,5.0
D01230884,5.0,5.0,5.0,5.5,3.0,3.0
D01230886,4.5,5.0,4.5,6.0,3.0,3.0
D01240983,5.0,5.5,4.5,5.5,4.0,2.0
D01241097,5.5,6.5,6.0,6.0,5.5,4.0
D01241098,4.5,5.0,5.0,5.0,5.0,3.0
D01241468,6.0,6.0,6.5,5.0,4.0,3.0
D01241469,5.0,5.5,6.5,6.0,5.5,4.0
D01241470,4.0,6.0,3.0,4.0,4.0,2.0
D01241516,5.0,6.0,6.0,6.0,7.0,4.0
D01242205,5.5,6.5,6.5,7.0,6.0,6.333333333333333
D01242488,5.0,5.75,4.0,6.0,3.0,4.5
D01242630,5.5,6.0,5.5,5.75,5.0,3.0
D01242631,6.0,6.5,5.5,4.0,5.0,4.5
D02220126,4.0,6.5,3.0,6.0,4.0,3.0
D02220226,4.5,6.5,5.0,6.0,3.5,3.0
D02220227,5.0,6.5,5.0,5.0,3.5,2.5
D02220443,5.0,6.5,5.5,5.0,6.0,5.0
D02220463,5.0,6.0,5.0,5.0,3.0,2.5
D02220464,5.5,6.5,5.0,5.0,2.0,3.0
D02220465,5.5,5.5,5.0,5.5,4.5,4.0
D02220808,5.0,6.5,0.0,4.0,2.0,2.0
D02221005,6.0,6.0,7.0,7.0,5.0,5.0
D02221006,6.0,6.0,7.0,7.0,6.0,5.0
D02221007,6.0,6.0,5.0,5.0,6.0,5.0
D02221023,3.0,6.0,3.5,5.0,2.5,3.0
D02221079,3.5,6.0,2.0,3.5,3.5,1.0
D02221134,4.0,6.0,0.0,3.0,3.0,2.0
D02221135,3.5,6.0,2.0,3.0,3.0,1.5
D02221181,4.0,6.5,6.0,4.0,4.0,3.0
D02221182,5.0,6.0,4.0,5.0,4.0,2.0
D02221183,4.0,6.5,5.0,5.0,3.0,2.0
D02221187,4.5,5.0,5.0,6.0,4.0,3.0
D02221188,5.0,3.5,5.0,6.0,4.0,1.5
D02221509,3.0,6.0,0.0,5.0,1.0,3.0
D02221510,3.5,5.5,0.0,3.0,0.0,1.5
D02221511,3.5,5.5,0.0,3.0,0.0,3.5
D02221512,3.0,5.0,3.0,4.0,2.0,2.0
D02221513,4.0,6.0,0.0,4.0,1.5,2.0
D02221515,4.5,6.0,5.0,6.0,3.0,3.0
D02221516,4.5,6.0,4.0,6.0,4.0,2.0
D02221517,4.5,5.5,6.0,6.0,1.5,2.0
D02221518,4.0,6.0,2.0,3.5,1.5,2.5
D02221519,5.0,6.5,2.0,4.5,2.5,2.0
D02221522,0.0,5.5,3.0,3.0,3.0,2.5
D02221523,4.0,6.5,3.0,4.0,2.0,2.0
D02221524,3.0,5.5,3.0,3.0,2.5,3.0
D02221531,6.0,6.0,4.0,5.0,3.0,1.5
D02221532,6.0,7.0,7.0,7.0,4.5,2.5
D02221533,3.0,4.0,3.0,2.0,3.0,2.0
D02221719,5.5,7.0,8.0,6.0,4.0,6.5
D02221720,6.5,5.0,6.0,4.5,2.5,2.0
D02221721,2.5,7.0,7.0,5.0,4.5,3.0
D02221722,6.0,6.5,6.0,6.5,5.0,2.0
D02221743,4.0,5.0,0.0,3.0,1.5,2.0
D02221744,3.0,5.0,2.0,4.0,2.0,2.5
D02221745,2.5,6.0,2.0,4.5,1.5,1.5
D02221746,3.0,6.0,3.0,3.0,2.5,2.0
D02221747,3.5,5.5,3.5,3.0,3.0,1.0
D02221748,4.0,5.5,3.0,2.0,1.0,1.0
D02221765,4.5,5.5,2.0,5.0,2.0,2.5
D02221766,4.0,6.0,3.0,4.5,2.5,3.0
D02221774,3.5,6.0,2.0,4.0,1.5,2.0
D02221775,3.0,5.5,2.0,3.0,2.0,1.0
D02221776,4.0,6.0,4.0,3.0,2.5,1.0
D02221777,4.0,6.0,3.0,3.0,2.0,1.0
D02221778,5.0,5.0,2.5,2.0,1.0,1.0
D02221785,4.0,6.0,2.0,4.0,2.5,1.5
D02221786,3.5,5.5,3.0,4.0,2.0,2.5
D02221787,4.5,6.0,4.0,3.0,1.5,2.5
D02221788,3.0,6.0,2.0,3.0,2.5,1.0
D02221810,3.25,4.0,2.5,3.0,3.0,3.0
D02221811,3.5,6.0,2.0,3.0,3.0,2.0
D02221871,4.0,6.0,3.0,4.5,3.5,2.0
D02222044,4.0,5.5,4.0,5.0,4.0,5.0
D02222097,5.0,6.5,6.5,6.0,4.5,4.0
D02222098,4.75,6.5,6.0,6.0,4.5,5.0
D02222212,6.0,6.0,6.0,6.0,5.0,3.0
D02222213,6.0,6.5,7.0,6.0,6.0,3.0
D02222327,3.75,4.0,2.6666666666666665,4.5,3.0,3.0
D02222328,6.0,6.75,6.0,7.0,5.0,4.5
D02222417,5.0,5.5,3.5,5.0,3.0,3.0
D02222467,4.0,6.5,5.0,6.0,4.0,5.0
D02222470,3.5,6.5,3.0,4.0,4.0,1.0
D02222471,4.0,6.0,2.0,5.0,2.5,3.0
D02222472,3.0,6.5,3.0,4.0,4.0,1.5
D02231516,6.0,6.5,5.5,5.0,6.0,6.0
D02231517,5.0,6.5,5.5,5.5,5.0,3.5
D02231518,7.0,6.5,5.0,7.0,6.0,6.0
D02231519,5.5,5.5,6.0,5.5,2.0,3.0
D02231520,6.5,6.0,4.5,6.0,6.0,4.0
D02231521,6.0,6.0,5.0,6.0,6.0,4.0
D02231522,6.5,6.0,5.5,6.0,6.0,3.0
D02231523,6.0,5.5,6.0,5.5,6.0,4.0
D02231524,5.5,6.0,4.5,5.5,3.0,3.0
D02231525,6.0,6.5,5.5,5.5,7.0,5.0
D02231639,6.0,6.0,4.0,5.0,3.5,4.0
D02231640,3.0,6.0,4.0,4.0,3.0,4.0
D02232675,6.0,6.5,6.0,8.0,6.0,7.0
D02232676,6.0,6.5,6.0,8.0,7.0,6.0
D02240213,5.0,6.0,4.0,6.0,3.0,3.5
D02240214,5.0,6.0,4.0,5.0,3.0,4.0
D02240215,5.0,4.5,4.0,5.0,3.0,4.0
D02240445,5.0,6.5,5.5,5.0,4.5,3.5
D02240798,5.0,6.0,4.0,4.0,3.0,2.0
D02241112,5.5,6.0,7.0,6.5,7.0,3.5
D02241846,4.5,5.0,5.0,6.0,5.0,5.0
D03211879,5.0,6.0,4.5,5.0,4.0,2.0
D03211884,5.0,6.0,4.0,6.0,5.0,3.0
D03211894,4.5,5.0,4.5,4.0,3.0,3.0
D03213077,5.5,6.0,5.0,5.5,4.5,2.0
D03213094,4.5,6.0,5.0,5.0,4.5,4.0
D03213114,4.0,5.5,2.0,4.0,2.5,2.0
D03220035,4.5,6.0,2.0,5.0,2.0,2.0
D03220355,5.0,6.0,5.0,5.0,6.0,5.0
D03220356,5.5,6.5,4.0,5.0,2.0,2.0
D03220871,5.5,6.0,6.0,6.0,4.0,4.0
D03220872,5.5,6.0,6.0,6.0,4.0,4.0
D03221001,5.0,5.25,2.5,3.6666666666666665,2.0,2.25
D03221016,5.5,6.5,5.0,5.0,3.0,2.5
D03221017,4.5,6.5,6.0,5.0,2.5,2.5
D03221169,3.5,6.5,2.0,5.0,2.0,2.0
D03221170,5.5,6.0,5.5,6.0,2.5,3.0
D03221229,6.0,6.25,6.0,6.0,5.0,5.0
D03221231,3.5,5.0,3.0,3.0,3.0,2.0
D03221237,4.0,6.0,3.0,5.0,1.0,2.5
D03221241,4.5,6.5,2.0,5.0,2.0,1.5
D03221244,4.0,5.75,0.0,4.0,3.5,2.5
D03221245,3.5,5.0,0.0,2.0,0.0,2.0
D03221246,3.0,5.0,0.5,4.0,1.5,2.0
D03221247,3.0,6.0,2.0,4.0,2.5,2.5
D03221248,4.0,5.0,0.0,4.0,3.0,2.5
D03221249,3.5,5.5,0.0,3.5,4.0,2.5
D03221256,3.0,5.5,2.5,4.0,2.5,1.5
D03221257,3.0,5.0,2.0,3.0,3.0,1.0
D03221258,3.0,6.0,1.5,4.5,1.5,1.5
D03221259,4.0,6.0,2.5,4.0,2.5,1.5
D03221260,4.0,5.5,1.0,4.5,2.0,2.0
D03221261,4.5,5.5,0.0,2.0,1.5,1.5
D03221306,3.5,6.0,3.0,5.0,2.0,2.0
D03221307,4.0,5.5,4.0,5.0,2.0,2.0
D03221313,6.0,6.0,6.0,5.0,3.0,2.0
D03221314,5.0,5.0,4.0,6.0,6.0,4.0
D03221315,6.0,6.5,6.0,5.0,6.0,5.0
D03221316,6.0,6.0,4.0,5.0,3.5,2.0
D03221317,6.0,6.0,6.0,6.0,5.0,4.0
D03221318,6.0,6.5,6.0,6.0,5.0,6.0
D03221323,7.0,6.5,6.0,7.0,5.0,2.0
D03221331,6.0,6.0,3.0,5.0,4.0,2.5
D03221431,5.5,6.0,6.0,6.0,5.0,5.0
D03221432,5.5,5.5,6.0,5.0,5.0,4.5
D03221433,6.0,6.0,6.0,6.0,5.5,4.0
D03221435,5.0,6.0,6.0,6.0,5.0,4.0
D03221436,5.0,6.0,6.0,6.0,6.0,4.0
D03221437,5.5,6.5,6.0,6.0,4.5,3.5
D03221438,6.0,6.5,7.0,6.5,5.5,5.0
D03221439,6.0,7.5,4.0,5.5,3.0,4.0
D03221440,5.0,7.5,4.0,5.5,5.0,4.0
D03221446,6.0,7.0,6.0,5.5,5.5,5.0
D03221447,6.0,7.0,4.0,7.0,3.0,4.0
D03221448,4.0,6.5,4.0,5.5,5.0,4.0
D03221455,6.0,7.5,6.0,5.5,6.0,3.5
D03221456,7.0,7.0,8.0,7.0,5.0,5.0
D03221459,6.0,6.0,7.0,5.5,5.0,4.0
D03221460,6.25,7.0,8.0,5.5,5.0,5.0
D03221461,5.0,6.0,6.0,7.0,3.0,4.0
D03221463,5.0,7.5,4.0,7.0,3.0,4.0
D03221464,5.0,7.5,6.0,5.5,6.5,4.0
D03221465,2.0,7.0,4.0,5.5,5.0,4.0
D03221524,6.0,6.0,6.0,6.0,4.0,4.0
D03221527,4.5,6.0,3.0,6.0,4.0,2.0
D03221577,4.5,5.0,0.0,5.0,2.0,2.0
D03221578,5.5,6.0,5.0,5.0,3.0,4.5
D03221579,5.0,7.0,6.5,7.0,5.0,4.0
D03221581,5.0,5.0,5.0,5.0,2.5,4.5
D03221893,5.0,5.0,6.0,6.0,5.0,3.5
D03221894,5.0,5.5,7.0,5.5,4.5,3.5
D03222228,5.0,2.0,0.0,3.0,1.0,1.5
D03222229,5.0,6.0,4.0,5.0,3.0,3.0
D03222230,4.0,5.5,0.0,4.0,2.0,3.0
D03222231,4.5,6.0,0.0,6.0,4.0,2.5
D03222232,4.0,5.0,6.0,4.5,4.5,3.5
D03222577,5.5,6.0,6.0,6.0,5.0,4.0
D03222578,5.5,6.5,6.0,7.0,4.5,2.0
D03222600,5.0,6.5,4.0,7.0,4.5,4.0
D03222601,5.0,6.5,4.0,5.0,3.0,2.0
D03222770,5.0,6.0,4.0,6.0,4.5,5.0
D03222771,6.0,7.0,7.0,7.0,4.0,3.0
D03222772,5.0,7.0,6.0,6.0,4.5,3.0
D03222774,3.5,5.5,2.5,5.0,5.0,5.0
D03222910,3.0,5.0,2.0,3.3333333333333335,2.6666666666666665,2.0
D03222911,5.0,6.0,2.0,3.3333333333333335,3.0,2.0
D03222956,3.0,6.0,4.0,3.0,2.5,2.0
D03222972,2.5,6.5,3.0,3.0,3.0,3.0
D03223070,6.0,6.0,6.0,7.0,6.0,3.5
D03223198,5.5,6.0,6.0,6.0,5.0,3.5
D03223199,5.5,6.0,7.0,6.0,6.0,3.5
D03223262,5.0,5.5,8.0,6.0,5.0,3.0
D03223263,4.0,7.0,8.0,4.0,5.0,2.0
D03223279,5.0,6.0,5.0,5.0,5.0,3.5
D03223280,5.0,6.5,5.0,5.0,4.0,3.0
D03223281,5.0,7.0,7.0,6.0,4.75,4.333333333333333
D03223282,4.5,6.5,5.0,5.0,4.25,3.0
D03223289,5.5,6.0,6.0,6.0,6.0,4.0
D03223291,5.5,6.5,6.0,6.0,5.0,4.5
D03223294,5.5,6.0,8.0,6.0,5.5,5.0
D03230029,4.0,5.5,3.0,7.0,5.0,4.0
D03230030,5.0,5.5,6.0,5.0,3.0,3.0
D03230447,6.0,6.0,6.5,6.5,6.0,5.0
D03230448,5.5,6.5,6.0,6.0,6.0,4.0
D03230449,5.5,6.5,6.0,6.0,6.0,4.5
D03230450,5.5,6.5,6.5,6.5,6.0,3.5
D03230961,5.0,4.5,3.5,4.5,4.0,2.5
D03230962,5.0,5.0,6.0,5.0,3.0,3.5
D03230964,5.0,4.5,6.0,6.0,6.0,4.0
D03230965,5.5,5.0,5.0,6.0,5.0,2.5
D03230966,6.0,5.0,6.0,6.0,5.0,4.0
D03231854,5.0,5.5,5.0,3.0,3.0,3.5
D03231855,5.0,5.5,5.0,4.0,3.0,3.5
D03231856,3.75,5.5,5.0,4.0,3.5,3.0
D03231857,4.5,5.666666666666667,5.5,2.6666666666666665,2.0,3.5
D03231865,4.0,5.0,4.0,2.0,2.0,3.0
D03231866,5.0,5.0,5.0,3.0,2.0,3.5
D03232024,5.0,6.0,4.5,6.0,3.5,3.0
D03232125,5.5,6.5,6.0,6.0,5.0,3.5
D04210933,6.0,3.5,3.5,4.0,2.5,4.0
D04210934,4.0,5.5,1.5,3.0,3.5,2.0
D04210936,5.0,5.0,3.0,3.0,3.0,2.0
D04210940,5.0,6.0,5.0,4.5,3.0,3.5
D04210956,3.5,5.0,2.0,4.0,3.0,2.0
D04210958,4.5,4.5,3.0,5.0,3.0,4.0
D04210962,3.5,5.0,2.0,4.0,4.0,2.0
D04210968,3.5,5.0,2.0,4.0,2.0,2.0
D04210969,4.5,3.5,4.0,4.0,3.0,1.0
D04210970,5.5,6.0,5.0,4.0,3.0,3.5
D04210971,5.0,6.0,5.0,5.5,3.0,2.5
D04210972,3.5,5.5,4.0,6.0,5.0,4.5
D04210973,4.5,4.5,4.5,4.5,5.0,1.5
D04210977,5.0,6.0,5.0,5.5,4.0,3.0
D04210978,4.5,5.5,3.0,6.0,3.0,5.0
D04211189,5.0,6.5,4.0,5.0,3.0,4.0
D04211856,4.5,6.0,4.0,4.0,0.0,2.5
D04211857,4.5,0.0,4.5,0.0,0.0,1.5
D04211960,5.0,5.0,4.0,5.5,3.0,4.0
D04212881,4.5,6.5,4.5,6.0,4.0,3.0
D04212884,5.5,6.0,4.5,5.0,5.0,3.0
D04213512,2.0,6.0,4.0,4.5,3.5,1.5
D04213514,4.0,4.0,3.5,4.0,2.0,2.5
D04213519,4.0,5.0,2.0,4.0,1.5,2.5
D04213521,5.0,5.5,5.0,4.0,2.0,2.5
D04213522,4.5,6.0,3.5,4.0,2.0,2.5
D04213526,4.5,4.5,4.0,6.0,5.0,3.0
D04213528,4.0,5.5,4.0,5.0,3.0,2.5
D04213530,5.0,4.5,4.5,5.0,3.0,2.5
D04213531,5.5,6.0,5.0,6.5,4.5,3.5
D04213539,6.0,6.5,6.0,6.5,4.0,2.0
D04213540,4.0,5.5,1.5,4.0,2.5,2.5
D04213550,3.5,5.0,3.0,4.0,5.0,2.0
D04213551,4.0,3.0,3.5,4.0,3.0,3.0
D04213552,4.0,6.0,2.5,5.0,3.0,2.5
D04213553,4.0,6.0,4.0,6.0,5.0,2.0
D04213555,4.5,4.5,3.0,4.5,5.0,4.0
D04220036,6.0,6.0,5.0,6.0,4.0,4.0
D04220639,4.5,4.5,1.0,3.0,2.0,1.5
D04220640,4.5,4.5,0.0,3.0,1.0,0.5
D04220641,5.0,6.0,5.0,5.0,5.0,2.5
D04220642,5.0,6.0,5.0,5.0,5.0,2.5
D04220672,5.0,5.0,5.0,5.0,4.25,3.0
D04220673,5.0,6.0,5.0,5.5,5.0,3.0
D04220674,5.0,6.0,4.0,5.5,3.0,3.0
D04220680,5.5,6.0,3.0,4.5,2.0,3.0
D04220681,4.5,5.0,5.0,5.0,3.5,4.0
D04220682,3.5,5.5,3.5,5.0,4.0,3.0
D04220760,5.0,5.5,5.0,5.5,3.5,2.25
D04220761,5.0,5.75,5.0,5.5,3.5,4.0
D04220838,5.0,6.0,4.0,5.5,3.0,1.0
D04220839,3.0,5.5,4.0,4.0,2.0,1.0
D04220840,3.5,6.0,4.0,5.5,3.0,2.0
D04220841,4.0,5.0,5.0,4.0,2.5,2.5
D04220842,3.5,5.5,1.0,4.5,2.0,2.5
D04220843,3.0,6.0,3.0,4.0,2.5,1.5
D04220844,4.0,5.5,2.0,5.0,3.0,2.5
D04220845,4.0,5.0,2.0,4.5,3.5,2.5
D04220846,3.0,5.0,3.0,4.5,4.0,2.0
D04220847,4.0,5.0,5.0,4.0,2.5,1.5
D04221157,6.0,6.5,6.5,6.0,5.0,4.5
D04221161,6.0,6.0,6.0,7.0,5.0,5.0
D04221162,6.0,6.0,6.5,6.0,5.0,5.0
D04221163,6.0,6.0,6.0,6.0,6.0,4.0
D04221164,6.0,6.5,6.0,6.0,6.0,4.0
D04221244,6.0,5.5,5.0,5.5,5.0,5.0
D04221308,5.0,5.5,8.0,6.0,5.0,4.0
D04221326,5.0,6.0,0.0,3.0,3.0,4.0
D04221327,5.0,6.0,0.0,2.0,3.0,4.0
D04221328,5.0,6.0,0.0,3.0,3.0,4.0
D04221329,5.0,6.0,0.0,4.0,4.0,4.0
D04221330,4.0,6.0,3.0,3.0,3.0,4.0
D04221409,6.0,5.5,5.0,6.5,4.0,4.0
D04221573,5.5,7.0,6.0,7.0,5.0,5.0
D04221587,5.0,5.5,2.0,5.0,4.0,2.0
D04221588,4.5,5.0,0.0,5.0,4.0,2.0
D04221589,3.5,5.5,0.0,4.5,2.0,1.5
D04221676,5.0,5.5,0.0,5.0,4.0,2.0
D04221693,2.0,5.5,4.0,4.5,0.0,1.0
D04221694,3.5,5.5,2.5,5.0,4.0,1.0
D04221695,2.5,6.0,5.0,4.5,3.0,2.0
D04221696,3.5,4.833333333333333,1.5,5.0,3.0,2.5
D04221697,4.0,5.0,0.0,5.0,3.5,2.0
D04221698,3.0,5.5,2.5,5.0,3.0,2.0
D04221699,5.0,4.166666666666667,3.3333333333333335,4.0,2.5,2.5
D04221700,4.5,5.5,3.0,5.0,6.0,2.5
D04221701,4.5,6.0,3.0,4.5,2.5,2.0
D04221702,2.5,5.0,5.0,3.5,4.0,1.5
D04221703,2.5,5.5,2.0,3.5,2.0,1.5
D04221704,5.0,6.0,0.0,6.0,3.5,1.0
D04221705,4.5,6.0,4.0,4.5,2.5,1.5
D04221706,4.0,6.5,4.0,5.5,4.0,2.0
D04221707,3.0,5.5,4.0,3.5,4.0,2.5
D04221708,3.5,6.0,0.0,5.0,3.0,2.0
D04221709,4.0,5.5,2.0,4.0,2.5,1.5
D04221725,5.0,6.0,5.5,6.5,4.0,3.0
D04221737,3.0,4.5,1.0,4.0,3.0,1.5
D04221738,3.5,6.5,2.0,5.0,2.5,1.5
D04221739,5.5,6.0,4.0,6.0,4.5,2.0
D04221763,4.5,6.75,6.0,6.0,6.0,2.5
D04221765,5.0,5.0,0.0,3.0,1.0,4.0
D04221853,4.5,5.0,5.0,4.0,3.0,2.0
D04221877,5.0,6.0,5.0,5.0,4.25,4.0
D04221959,5.5,5.5,4.0,6.0,5.0,4.0
D04222057,5.0,6.0,6.5,6.5,5.5,5.0
D04222060,6.0,6.5,7.0,6.5,5.5,4.0
D04222149,3.5,6.5,3.5,3.5,2.0,2.0
D04222150,5.5,5.5,6.0,5.0,4.5,4.0
D04222151,5.0,6.75,6.0,5.0,5.0,3.0
D04222202,5.0,6.5,7.0,7.0,3.0,4.0
D04222475,6.0,7.0,6.0,6.0,5.0,4.0
D04222595,6.0,6.5,6.0,7.0,5.0,4.0
D04222596,5.0,6.5,5.0,6.5,6.0,3.0
D04222743,5.0,5.5,4.0,5.5,3.0,4.0
D04222794,5.5,7.0,8.0,7.0,5.0,3.5
D04222857,6.0,6.0,5.5,6.0,4.5,3.5
D04222858,5.0,6.0,5.0,5.0,3.0,3.5
D04222859,4.0,5.0,5.0,4.0,3.0,3.5
D04222893,5.0,5.5,6.0,5.5,4.5,4.5
D04222945,5.0,7.0,4.0,5.5,5.0,3.0
D04222946,5.5,6.0,6.0,6.0,6.0,4.0
D04222977,4.5,6.0,4.5,4.0,4.0,3.0
D04222979,5.0,6.5,6.0,6.0,5.0,5.0
D04223056,4.0,4.0,0.0,5.0,2.0,1.5
D04223057,4.5,4.25,3.0,5.0,3.5,2.0
D04223058,4.0,5.0,2.0,7.0,5.0,2.0
D04223059,6.0,6.0,5.5,6.0,5.5,4.0
D04223060,4.5,4.5,5.0,5.0,4.0,3.5
D04223061,4.5,6.0,2.5,5.0,4.0,3.0
D04223062,4.5,5.5,3.0,4.0,2.5,1.75
D04223063,5.0,5.0,2.5,3.0,3.0,2.0
D04223064,4.5,4.5,2.0,5.0,1.5,3.0
D04223065,3.5,5.0,3.5,4.0,2.0,1.0
D04223066,4.5,6.5,4.5,4.5,3.0,1.75
D04223067,3.5,6.5,2.0,4.5,1.5,2.0
D04223068,6.0,6.0,3.0,4.0,3.0,2.5
D04223071,4.5,5.5,5.0,3.0,3.0,2.5
D04223072,2.5,5.5,3.5,5.0,1.0,2.5
D04223073,3.5,5.0,4.0,4.0,1.5,2.0
D04223074,4.0,4.5,2.0,4.0,1.5,2.0
D04223079,4.5,5.5,3.0,5.0,4.0,2.5
D04223081,5.0,6.0,4.0,5.0,3.0,4.0
D04223082,5.0,5.0,3.5,4.0,2.5,3.0
D04223083,4.5,6.0,4.0,5.0,3.0,2.5
D04223084,4.5,6.0,4.0,5.0,1.5,2.0
D04223086,4.0,5.0,3.0,5.0,4.0,3.0
D04223087,5.0,6.0,5.5,2.5,2.0,4.0
D04223088,5.0,6.0,4.0,5.5,3.0,4.0
D04223089,4.0,4.5,5.0,5.0,5.0,2.5
D04223091,4.0,5.0,2.0,4.0,1.5,1.0
D04223093,3.5,4.0,0.0,4.0,2.0,2.5
D04223094,4.5,6.0,6.0,4.0,1.5,2.5
D04230078,5.0,5.5,4.0,5.0,3.0,2.5
D04230079,3.0,3.5,3.0,4.0,1.0,1.5
D04230124,3.5,5.5,0.5,4.0,2.0,2.5
D04230125,5.0,5.0,1.5,5.0,3.0,3.0
D04230129,4.0,7.0,3.0,7.0,6.0,3.0
D04230196,5.0,5.5,4.0,5.5,6.0,2.5
D04230325,5.0,6.0,5.0,6.0,5.0,4.5
D04230336,5.0,6.5,5.5,7.0,6.0,2.5
D04230925,6.0,6.0,4.0,6.0,4.0,3.5
D04230972,5.0,5.5,4.0,2.3333333333333335,2.0,10.0
D04231285,4.5,5.5,3.5,4.0,3.0,2.0
D04231635,4.5,6.0,5.0,3.0,2.0,2.5
D04231790,4.5,4.5,2.5,5.0,1.5,1.0
D04232087,5.0,6.0,4.0,5.5,3.0,3.5
D04232209,5.5,5.0,5.0,5.0,5.0,1.0
D04232210,5.5,5.5,6.0,6.0,4.5,0.5
D05210424,4.0,5.0,2.0,4.0,4.0,3.5
D05211739,5.0,5.5,5.0,6.0,3.0,4.0
D05211745,5.0,6.0,5.0,6.0,5.0,3.5
D05211751,4.0,5.5,5.0,6.0,2.0,1.0
D05211752,5.0,4.5,5.0,6.0,2.0,1.5
D05211846,5.0,6.0,1.0,4.0,3.5,3.0
D05211847,5.5,5.5,2.0,4.0,4.5,4.5
D05211848,5.0,6.0,5.5,6.0,5.5,4.0
D05211849,5.0,5.5,5.0,5.5,4.0,4.0
D05211853,3.0,5.5,1.0,3.0,2.0,1.0
D05211865,4.0,4.5,3.0,5.0,2.5,4.0
D05211866,4.0,6.0,3.0,5.0,2.0,1.5
D05212548,3.0,5.5,2.0,4.0,3.0,3.0
D05212565,4.5,6.0,3.5,5.0,4.0,3.5
D05212566,4.5,5.5,4.0,3.0,2.0,3.0
D05220296,5.5,6.0,6.0,6.0,5.25,5.0
D05220316,4.5,5.5,7.0,7.0,5.0,4.0
D05220349,5.0,6.0,7.0,7.0,5.0,4.5
D05220576,5.0,6.5,6.0,6.0,0.0,4.0
D05220711,5.0,5.5,7.0,6.0,5.0,3.5
D05220712,5.0,6.5,7.0,5.0,5.0,3.5
D05220713,4.0,6.0,2.0,5.0,3.0,2.0
D05220789,6.0,6.0,8.0,7.0,5.0,5.0
D05220790,5.5,6.5,6.5,6.0,5.0,5.0
D05220791,6.0,6.0,6.0,6.0,5.0,5.0
D05221339,5.0,6.0,4.5,6.0,5.0,5.0
D05221346,5.5,6.5,5.5,7.0,6.0,4.0
D05221347,5.5,6.0,7.0,7.0,5.0,4.0
D05221572,5.0,6.0,6.0,5.5,2.0,2.0
D05221578,5.0,5.5,5.0,5.0,4.5,5.0
D05221712,4.5,5.5,8.0,4.0,5.0,3.0
